Date,Adj Close,Year,,,Year,First Close,Last Close,Return for Year,Total Return 20 Years,Average Return 20 Years
7/3/1995,547.090027,1995,,,,,,,,
7/5/1995,547.26001,1995,,,,,,,,
7/6/1995,553.98999,1995,,,,,,,,
7/7/1995,556.369995,1995,,,,,,,,
7/10/1995,557.190002,1995,,,,,,,,
7/11/1995,554.780029,1995,,,,,,,,
7/12/1995,560.890015,1995,,,,,,,,
7/13/1995,561,1995,,,,,,,,
7/14/1995,559.890015,1995,,,,,,,,
7/17/1995,562.719971,1995,,,,,,,,
7/18/1995,558.460022,1995,,,,,,,,
7/19/1995,550.97998,1995,,,,,,,,
7/20/1995,553.539978,1995,,,,,,,,
7/21/1995,553.619995,1995,,,,,,,,
7/24/1995,556.630005,1995,,,,,,,,
7/25/1995,561.099976,1995,,,,,,,,
7/26/1995,561.609985,1995,,,,,,,,
7/27/1995,565.219971,1995,,,,,,,,
7/28/1995,562.929993,1995,,,,,,,,
7/31/1995,562.059998,1995,,,,,,,,
8/1/1995,559.640015,1995,,,,,,,,
8/2/1995,558.799988,1995,,,,,,,,
8/3/1995,558.75,1995,,,,,,,,
8/4/1995,558.940002,1995,,,,,,,,
8/7/1995,560.030029,1995,,,,,,,,
8/8/1995,560.390015,1995,,,,,,,,
8/9/1995,559.710022,1995,,,,,,,,
8/10/1995,557.450012,1995,,,,,,,,
8/11/1995,555.109985,1995,,,,,,,,
8/14/1995,559.73999,1995,,,,,,,,
8/15/1995,558.570007,1995,,,,,,,,
8/16/1995,559.969971,1995,,,,,,,,
8/17/1995,559.039978,1995,,,,,,,,
8/18/1995,559.210022,1995,,,,,,,,
8/21/1995,558.109985,1995,,,,,,,,
8/22/1995,559.52002,1995,,,,,,,,
8/23/1995,557.140015,1995,,,,,,,,
8/24/1995,557.460022,1995,,,,,,,,
8/25/1995,560.099976,1995,,,,,,,,
8/28/1995,559.049988,1995,,,,,,,,
8/29/1995,560,1995,,,,,,,,
8/30/1995,560.919983,1995,,,,,,,,
8/31/1995,561.880005,1995,,,,,,,,
9/1/1995,563.840027,1995,,,,,,,,
9/5/1995,569.169983,1995,,,,,,,,
9/6/1995,570.169983,1995,,,,,,,,
9/7/1995,570.289978,1995,,,,,,,,
9/8/1995,572.679993,1995,,,,,,,,
9/11/1995,573.909973,1995,,,,,,,,
9/12/1995,576.51001,1995,,,,,,,,
9/13/1995,578.77002,1995,,,,,,,,
9/14/1995,583.609985,1995,,,,,,,,
9/15/1995,583.349976,1995,,,,,,,,
9/18/1995,582.77002,1995,,,,,,,,
9/19/1995,584.200012,1995,,,,,,,,
9/20/1995,586.77002,1995,,,,,,,,
9/21/1995,583,1995,,,,,,,,
9/22/1995,581.72998,1995,,,,,,,,
9/25/1995,581.809998,1995,,,,,,,,
9/26/1995,581.409973,1995,,,,,,,,
9/27/1995,581.039978,1995,,,,,,,,
9/28/1995,585.869995,1995,,,,,,,,
9/29/1995,584.409973,1995,,,,,,,,
10/2/1995,581.719971,1995,,,,,,,,
10/3/1995,582.340027,1995,,,,,,,,
10/4/1995,581.469971,1995,,,,,,,,
10/5/1995,582.630005,1995,,,,,,,,
10/6/1995,582.48999,1995,,,,,,,,
10/9/1995,578.369995,1995,,,,,,,,
10/10/1995,577.52002,1995,,,,,,,,
10/11/1995,579.460022,1995,,,,,,,,
10/12/1995,583.099976,1995,,,,,,,,
10/13/1995,584.5,1995,,,,,,,,
10/16/1995,583.030029,1995,,,,,,,,
10/17/1995,586.780029,1995,,,,,,,,
10/18/1995,587.440002,1995,,,,,,,,
10/19/1995,590.650024,1995,,,,,,,,
10/20/1995,587.460022,1995,,,,,,,,
10/23/1995,585.059998,1995,,,,,,,,
10/24/1995,586.539978,1995,,,,,,,,
10/25/1995,582.469971,1995,,,,,,,,
10/26/1995,576.719971,1995,,,,,,,,
10/27/1995,579.700012,1995,,,,,,,,
10/30/1995,583.25,1995,,,,,,,,
10/31/1995,581.5,1995,,,,,,,,
11/1/1995,584.219971,1995,,,,,,,,
11/2/1995,589.719971,1995,,,,,,,,
11/3/1995,590.570007,1995,,,,,,,,
11/6/1995,588.460022,1995,,,,,,,,
11/7/1995,586.320007,1995,,,,,,,,
11/8/1995,591.710022,1995,,,,,,,,
11/9/1995,593.26001,1995,,,,,,,,
11/10/1995,592.719971,1995,,,,,,,,
11/13/1995,592.299988,1995,,,,,,,,
11/14/1995,589.289978,1995,,,,,,,,
11/15/1995,593.960022,1995,,,,,,,,
11/16/1995,597.340027,1995,,,,,,,,
11/17/1995,600.070007,1995,,,,,,,,
11/20/1995,596.849976,1995,,,,,,,,
11/21/1995,600.23999,1995,,,,,,,,
11/22/1995,598.400024,1995,,,,,,,,
11/24/1995,599.969971,1995,,,,,,,,
11/27/1995,601.320007,1995,,,,,,,,
11/28/1995,606.450012,1995,,,,,,,,
11/29/1995,607.640015,1995,,,,,,,,
11/30/1995,605.369995,1995,,,,,,,,
12/1/1995,606.97998,1995,,,,,,,,
12/4/1995,613.679993,1995,,,,,,,,
12/5/1995,617.679993,1995,,,,,,,,
12/6/1995,620.179993,1995,,,,,,,,
12/7/1995,616.169983,1995,,,,,,,,
12/8/1995,617.47998,1995,,,,,,,,
12/11/1995,619.52002,1995,,,,,,,,
12/12/1995,618.780029,1995,,,,,,,,
12/13/1995,621.690002,1995,,,,,,,,
12/14/1995,616.919983,1995,,,,,,,,
12/15/1995,616.340027,1995,,,,,,,,
12/18/1995,606.809998,1995,,,,,,,,
12/19/1995,611.929993,1995,,,,,,,,
12/20/1995,605.940002,1995,,,,,,,,
12/21/1995,610.48999,1995,,,,,,,,
12/22/1995,611.950012,1995,,,,,,,,
12/26/1995,614.299988,1995,,,,,,,,
12/27/1995,614.530029,1995,,,,,,,,
12/28/1995,614.119995,1995,,,,,,,,
12/29/1995,615.929993,1995,,,,,,,,
1/2/1996,620.72998,1996,,,,,,,,
1/3/1996,621.320007,1996,,,,,,,,
1/4/1996,617.700012,1996,,,,,,,,
1/5/1996,616.710022,1996,,,,,,,,
1/8/1996,618.460022,1996,,,,,,,,
1/9/1996,609.450012,1996,,,,,,,,
1/10/1996,598.47998,1996,,,,,,,,
1/11/1996,602.690002,1996,,,,,,,,
1/12/1996,601.809998,1996,,,,,,,,
1/15/1996,599.820007,1996,,,,,,,,
1/16/1996,608.440002,1996,,,,,,,,
1/17/1996,606.369995,1996,,,,,,,,
1/18/1996,608.23999,1996,,,,,,,,
1/19/1996,611.830017,1996,,,,,,,,
1/22/1996,613.400024,1996,,,,,,,,
1/23/1996,612.789978,1996,,,,,,,,
1/24/1996,619.960022,1996,,,,,,,,
1/25/1996,617.030029,1996,,,,,,,,
1/26/1996,621.619995,1996,,,,,,,,
1/29/1996,624.219971,1996,,,,,,,,
1/30/1996,630.150024,1996,,,,,,,,
1/31/1996,636.02002,1996,,,,,,,,
2/1/1996,638.460022,1996,,,,,,,,
2/2/1996,635.840027,1996,,,,,,,,
2/5/1996,641.429993,1996,,,,,,,,
2/6/1996,646.330017,1996,,,,,,,,
2/7/1996,649.929993,1996,,,,,,,,
2/8/1996,656.070007,1996,,,,,,,,
2/9/1996,656.369995,1996,,,,,,,,
2/12/1996,661.450012,1996,,,,,,,,
2/13/1996,660.51001,1996,,,,,,,,
2/14/1996,655.580017,1996,,,,,,,,
2/15/1996,651.320007,1996,,,,,,,,
2/16/1996,647.97998,1996,,,,,,,,
2/20/1996,640.650024,1996,,,,,,,,
2/21/1996,648.099976,1996,,,,,,,,
2/22/1996,658.859985,1996,,,,,,,,
2/23/1996,659.080017,1996,,,,,,,,
2/26/1996,650.460022,1996,,,,,,,,
2/27/1996,647.23999,1996,,,,,,,,
2/28/1996,644.75,1996,,,,,,,,
2/29/1996,640.429993,1996,,,,,,,,
3/1/1996,644.369995,1996,,,,,,,,
3/4/1996,650.809998,1996,,,,,,,,
3/5/1996,655.789978,1996,,,,,,,,
3/6/1996,652,1996,,,,,,,,
3/7/1996,653.650024,1996,,,,,,,,
3/8/1996,633.5,1996,,,,,,,,
3/11/1996,640.02002,1996,,,,,,,,
3/12/1996,637.090027,1996,,,,,,,,
3/13/1996,638.549988,1996,,,,,,,,
3/14/1996,640.869995,1996,,,,,,,,
3/15/1996,641.429993,1996,,,,,,,,
3/18/1996,652.650024,1996,,,,,,,,
3/19/1996,651.690002,1996,,,,,,,,
3/20/1996,649.97998,1996,,,,,,,,
3/21/1996,649.190002,1996,,,,,,,,
3/22/1996,650.619995,1996,,,,,,,,
3/25/1996,650.039978,1996,,,,,,,,
3/26/1996,652.969971,1996,,,,,,,,
3/27/1996,648.909973,1996,,,,,,,,
3/28/1996,648.940002,1996,,,,,,,,
3/29/1996,645.5,1996,,,,,,,,
4/1/1996,653.72998,1996,,,,,,,,
4/2/1996,655.26001,1996,,,,,,,,
4/3/1996,655.880005,1996,,,,,,,,
4/4/1996,655.859985,1996,,,,,,,,
4/8/1996,644.23999,1996,,,,,,,,
4/9/1996,642.190002,1996,,,,,,,,
4/10/1996,633.5,1996,,,,,,,,
4/11/1996,631.179993,1996,,,,,,,,
4/12/1996,636.710022,1996,,,,,,,,
4/15/1996,642.48999,1996,,,,,,,,
4/16/1996,645,1996,,,,,,,,
4/17/1996,641.609985,1996,,,,,,,,
4/18/1996,643.609985,1996,,,,,,,,
4/19/1996,645.070007,1996,,,,,,,,
4/22/1996,647.890015,1996,,,,,,,,
4/23/1996,651.580017,1996,,,,,,,,
4/24/1996,650.169983,1996,,,,,,,,
4/25/1996,652.869995,1996,,,,,,,,
4/26/1996,653.460022,1996,,,,,,,,
4/29/1996,654.159973,1996,,,,,,,,
4/30/1996,654.169983,1996,,,,,,,,
5/1/1996,654.580017,1996,,,,,,,,
5/2/1996,643.380005,1996,,,,,,,,
5/3/1996,641.630005,1996,,,,,,,,
5/6/1996,640.809998,1996,,,,,,,,
5/7/1996,638.26001,1996,,,,,,,,
5/8/1996,644.77002,1996,,,,,,,,
5/9/1996,645.440002,1996,,,,,,,,
5/10/1996,652.090027,1996,,,,,,,,
5/13/1996,661.51001,1996,,,,,,,,
5/14/1996,665.599976,1996,,,,,,,,
5/15/1996,665.419983,1996,,,,,,,,
5/16/1996,664.849976,1996,,,,,,,,
5/17/1996,668.909973,1996,,,,,,,,
5/20/1996,673.150024,1996,,,,,,,,
5/21/1996,672.76001,1996,,,,,,,,
5/22/1996,678.419983,1996,,,,,,,,
5/23/1996,676,1996,,,,,,,,
5/24/1996,678.51001,1996,,,,,,,,
5/28/1996,672.22998,1996,,,,,,,,
5/29/1996,667.929993,1996,,,,,,,,
5/30/1996,671.700012,1996,,,,,,,,
5/31/1996,669.119995,1996,,,,,,,,
6/3/1996,667.679993,1996,,,,,,,,
6/4/1996,672.559998,1996,,,,,,,,
6/5/1996,678.440002,1996,,,,,,,,
6/6/1996,673.030029,1996,,,,,,,,
6/7/1996,673.309998,1996,,,,,,,,
6/10/1996,672.159973,1996,,,,,,,,
6/11/1996,670.969971,1996,,,,,,,,
6/12/1996,669.039978,1996,,,,,,,,
6/13/1996,667.919983,1996,,,,,,,,
6/14/1996,665.849976,1996,,,,,,,,
6/17/1996,665.159973,1996,,,,,,,,
6/18/1996,662.059998,1996,,,,,,,,
6/19/1996,661.960022,1996,,,,,,,,
6/20/1996,662.099976,1996,,,,,,,,
6/21/1996,666.840027,1996,,,,,,,,
6/24/1996,668.849976,1996,,,,,,,,
6/25/1996,668.47998,1996,,,,,,,,
6/26/1996,664.390015,1996,,,,,,,,
6/27/1996,668.549988,1996,,,,,,,,
6/28/1996,670.630005,1996,,,,,,,,
7/1/1996,675.880005,1996,,,,,,,,
7/2/1996,673.609985,1996,,,,,,,,
7/3/1996,672.400024,1996,,,,,,,,
7/5/1996,657.440002,1996,,,,,,,,
7/8/1996,652.539978,1996,,,,,,,,
7/9/1996,654.75,1996,,,,,,,,
7/10/1996,656.059998,1996,,,,,,,,
7/11/1996,645.669983,1996,,,,,,,,
7/12/1996,646.190002,1996,,,,,,,,
7/15/1996,629.799988,1996,,,,,,,,
7/16/1996,628.369995,1996,,,,,,,,
7/17/1996,634.070007,1996,,,,,,,,
7/18/1996,643.559998,1996,,,,,,,,
7/19/1996,638.72998,1996,,,,,,,,
7/22/1996,633.77002,1996,,,,,,,,
7/23/1996,626.869995,1996,,,,,,,,
7/24/1996,626.650024,1996,,,,,,,,
7/25/1996,631.169983,1996,,,,,,,,
7/26/1996,635.900024,1996,,,,,,,,
7/29/1996,630.909973,1996,,,,,,,,
7/30/1996,635.26001,1996,,,,,,,,
7/31/1996,639.950012,1996,,,,,,,,
8/1/1996,650.02002,1996,,,,,,,,
8/2/1996,662.48999,1996,,,,,,,,
8/5/1996,660.22998,1996,,,,,,,,
8/6/1996,662.380005,1996,,,,,,,,
8/7/1996,664.159973,1996,,,,,,,,
8/8/1996,662.590027,1996,,,,,,,,
8/9/1996,662.099976,1996,,,,,,,,
8/12/1996,665.77002,1996,,,,,,,,
8/13/1996,660.200012,1996,,,,,,,,
8/14/1996,662.049988,1996,,,,,,,,
8/15/1996,662.280029,1996,,,,,,,,
8/16/1996,665.210022,1996,,,,,,,,
8/19/1996,666.580017,1996,,,,,,,,
8/20/1996,665.690002,1996,,,,,,,,
8/21/1996,665.070007,1996,,,,,,,,
8/22/1996,670.679993,1996,,,,,,,,
8/23/1996,667.030029,1996,,,,,,,,
8/26/1996,663.880005,1996,,,,,,,,
8/27/1996,666.400024,1996,,,,,,,,
8/28/1996,664.809998,1996,,,,,,,,
8/29/1996,657.400024,1996,,,,,,,,
8/30/1996,651.98999,1996,,,,,,,,
9/3/1996,654.719971,1996,,,,,,,,
9/4/1996,655.609985,1996,,,,,,,,
9/5/1996,649.440002,1996,,,,,,,,
9/6/1996,655.679993,1996,,,,,,,,
9/9/1996,663.76001,1996,,,,,,,,
9/10/1996,663.809998,1996,,,,,,,,
9/11/1996,667.280029,1996,,,,,,,,
9/12/1996,671.150024,1996,,,,,,,,
9/13/1996,680.539978,1996,,,,,,,,
9/16/1996,683.97998,1996,,,,,,,,
9/17/1996,682.940002,1996,,,,,,,,
9/18/1996,681.469971,1996,,,,,,,,
9/19/1996,683,1996,,,,,,,,
9/20/1996,687.030029,1996,,,,,,,,
9/23/1996,686.47998,1996,,,,,,,,
9/24/1996,685.609985,1996,,,,,,,,
9/25/1996,685.830017,1996,,,,,,,,
9/26/1996,685.859985,1996,,,,,,,,
9/27/1996,686.190002,1996,,,,,,,,
9/30/1996,687.330017,1996,,,,,,,,
10/1/1996,689.080017,1996,,,,,,,,
10/2/1996,694.01001,1996,,,,,,,,
10/3/1996,692.780029,1996,,,,,,,,
10/4/1996,701.460022,1996,,,,,,,,
10/7/1996,703.340027,1996,,,,,,,,
10/8/1996,700.640015,1996,,,,,,,,
10/9/1996,696.73999,1996,,,,,,,,
10/10/1996,694.609985,1996,,,,,,,,
10/11/1996,700.659973,1996,,,,,,,,
10/14/1996,703.539978,1996,,,,,,,,
10/15/1996,702.570007,1996,,,,,,,,
10/16/1996,704.409973,1996,,,,,,,,
10/17/1996,706.98999,1996,,,,,,,,
10/18/1996,710.820007,1996,,,,,,,,
10/21/1996,709.849976,1996,,,,,,,,
10/22/1996,706.570007,1996,,,,,,,,
10/23/1996,707.27002,1996,,,,,,,,
10/24/1996,702.289978,1996,,,,,,,,
10/25/1996,700.919983,1996,,,,,,,,
10/28/1996,697.26001,1996,,,,,,,,
10/29/1996,701.5,1996,,,,,,,,
10/30/1996,700.900024,1996,,,,,,,,
10/31/1996,705.27002,1996,,,,,,,,
11/1/1996,703.77002,1996,,,,,,,,
11/4/1996,706.72998,1996,,,,,,,,
11/5/1996,714.140015,1996,,,,,,,,
11/6/1996,724.590027,1996,,,,,,,,
11/7/1996,727.650024,1996,,,,,,,,
11/8/1996,730.820007,1996,,,,,,,,
11/11/1996,731.869995,1996,,,,,,,,
11/12/1996,729.559998,1996,,,,,,,,
11/13/1996,731.130005,1996,,,,,,,,
11/14/1996,735.880005,1996,,,,,,,,
11/15/1996,737.619995,1996,,,,,,,,
11/18/1996,737.02002,1996,,,,,,,,
11/19/1996,742.159973,1996,,,,,,,,
11/20/1996,743.950012,1996,,,,,,,,
11/21/1996,742.75,1996,,,,,,,,
11/22/1996,748.72998,1996,,,,,,,,
11/25/1996,757.030029,1996,,,,,,,,
11/26/1996,755.960022,1996,,,,,,,,
11/27/1996,755,1996,,,,,,,,
11/29/1996,757.02002,1996,,,,,,,,
12/2/1996,756.559998,1996,,,,,,,,
12/3/1996,748.280029,1996,,,,,,,,
12/4/1996,745.099976,1996,,,,,,,,
12/5/1996,744.380005,1996,,,,,,,,
12/6/1996,739.599976,1996,,,,,,,,
12/9/1996,749.76001,1996,,,,,,,,
12/10/1996,747.539978,1996,,,,,,,,
12/11/1996,740.72998,1996,,,,,,,,
12/12/1996,729.299988,1996,,,,,,,,
12/13/1996,728.640015,1996,,,,,,,,
12/16/1996,720.97998,1996,,,,,,,,
12/17/1996,726.039978,1996,,,,,,,,
12/18/1996,731.539978,1996,,,,,,,,
12/19/1996,745.76001,1996,,,,,,,,
12/20/1996,748.869995,1996,,,,,,,,
12/23/1996,746.919983,1996,,,,,,,,
12/24/1996,751.030029,1996,,,,,,,,
12/26/1996,755.820007,1996,,,,,,,,
12/27/1996,756.789978,1996,,,,,,,,
12/30/1996,753.849976,1996,,,,,,,,
12/31/1996,740.73999,1996,,,,,,,,
1/2/1997,737.01001,1997,,,,,,,,
1/3/1997,748.030029,1997,,,,,,,,
1/6/1997,747.650024,1997,,,,,,,,
1/7/1997,753.22998,1997,,,,,,,,
1/8/1997,748.409973,1997,,,,,,,,
1/9/1997,754.849976,1997,,,,,,,,
1/10/1997,759.5,1997,,,,,,,,
1/13/1997,759.51001,1997,,,,,,,,
1/14/1997,768.859985,1997,,,,,,,,
1/15/1997,767.200012,1997,,,,,,,,
1/16/1997,769.75,1997,,,,,,,,
1/17/1997,776.169983,1997,,,,,,,,
1/20/1997,776.700012,1997,,,,,,,,
1/21/1997,782.719971,1997,,,,,,,,
1/22/1997,786.22998,1997,,,,,,,,
1/23/1997,777.559998,1997,,,,,,,,
1/24/1997,770.52002,1997,,,,,,,,
1/27/1997,765.02002,1997,,,,,,,,
1/28/1997,765.02002,1997,,,,,,,,
1/29/1997,772.5,1997,,,,,,,,
1/30/1997,784.169983,1997,,,,,,,,
1/31/1997,786.159973,1997,,,,,,,,
2/3/1997,786.72998,1997,,,,,,,,
2/4/1997,789.26001,1997,,,,,,,,
2/5/1997,778.280029,1997,,,,,,,,
2/6/1997,780.150024,1997,,,,,,,,
2/7/1997,789.559998,1997,,,,,,,,
2/10/1997,785.429993,1997,,,,,,,,
2/11/1997,789.590027,1997,,,,,,,,
2/12/1997,802.77002,1997,,,,,,,,
2/13/1997,811.820007,1997,,,,,,,,
2/14/1997,808.47998,1997,,,,,,,,
2/18/1997,816.289978,1997,,,,,,,,
2/19/1997,812.48999,1997,,,,,,,,
2/20/1997,802.799988,1997,,,,,,,,
2/21/1997,801.77002,1997,,,,,,,,
2/24/1997,810.280029,1997,,,,,,,,
2/25/1997,812.030029,1997,,,,,,,,
2/26/1997,805.679993,1997,,,,,,,,
2/27/1997,795.070007,1997,,,,,,,,
2/28/1997,790.820007,1997,,,,,,,,
3/3/1997,795.309998,1997,,,,,,,,
3/4/1997,790.950012,1997,,,,,,,,
3/5/1997,801.98999,1997,,,,,,,,
3/6/1997,798.559998,1997,,,,,,,,
3/7/1997,804.969971,1997,,,,,,,,
3/10/1997,813.650024,1997,,,,,,,,
3/11/1997,811.340027,1997,,,,,,,,
3/12/1997,804.26001,1997,,,,,,,,
3/13/1997,789.559998,1997,,,,,,,,
3/14/1997,793.169983,1997,,,,,,,,
3/17/1997,795.710022,1997,,,,,,,,
3/18/1997,789.659973,1997,,,,,,,,
3/19/1997,785.77002,1997,,,,,,,,
3/20/1997,782.650024,1997,,,,,,,,
3/21/1997,784.099976,1997,,,,,,,,
3/24/1997,790.890015,1997,,,,,,,,
3/25/1997,789.070007,1997,,,,,,,,
3/26/1997,790.5,1997,,,,,,,,
3/27/1997,773.880005,1997,,,,,,,,
3/31/1997,757.119995,1997,,,,,,,,
4/1/1997,759.640015,1997,,,,,,,,
4/2/1997,750.109985,1997,,,,,,,,
4/3/1997,750.320007,1997,,,,,,,,
4/4/1997,757.900024,1997,,,,,,,,
4/7/1997,762.130005,1997,,,,,,,,
4/8/1997,766.119995,1997,,,,,,,,
4/9/1997,760.599976,1997,,,,,,,,
4/10/1997,758.340027,1997,,,,,,,,
4/11/1997,737.650024,1997,,,,,,,,
4/14/1997,743.72998,1997,,,,,,,,
4/15/1997,754.719971,1997,,,,,,,,
4/16/1997,763.530029,1997,,,,,,,,
4/17/1997,761.77002,1997,,,,,,,,
4/18/1997,766.340027,1997,,,,,,,,
4/21/1997,760.369995,1997,,,,,,,,
4/22/1997,774.609985,1997,,,,,,,,
4/23/1997,773.640015,1997,,,,,,,,
4/24/1997,771.179993,1997,,,,,,,,
4/25/1997,765.369995,1997,,,,,,,,
4/28/1997,772.960022,1997,,,,,,,,
4/29/1997,794.049988,1997,,,,,,,,
4/30/1997,801.340027,1997,,,,,,,,
5/1/1997,798.530029,1997,,,,,,,,
5/2/1997,812.969971,1997,,,,,,,,
5/5/1997,830.289978,1997,,,,,,,,
5/6/1997,827.76001,1997,,,,,,,,
5/7/1997,815.619995,1997,,,,,,,,
5/8/1997,820.26001,1997,,,,,,,,
5/9/1997,824.780029,1997,,,,,,,,
5/12/1997,837.659973,1997,,,,,,,,
5/13/1997,833.130005,1997,,,,,,,,
5/14/1997,836.039978,1997,,,,,,,,
5/15/1997,841.880005,1997,,,,,,,,
5/16/1997,829.75,1997,,,,,,,,
5/19/1997,833.27002,1997,,,,,,,,
5/20/1997,841.659973,1997,,,,,,,,
5/21/1997,839.349976,1997,,,,,,,,
5/22/1997,835.659973,1997,,,,,,,,
5/23/1997,847.030029,1997,,,,,,,,
5/27/1997,849.710022,1997,,,,,,,,
5/28/1997,847.210022,1997,,,,,,,,
5/29/1997,844.080017,1997,,,,,,,,
5/30/1997,848.280029,1997,,,,,,,,
6/2/1997,846.359985,1997,,,,,,,,
6/3/1997,845.47998,1997,,,,,,,,
6/4/1997,840.109985,1997,,,,,,,,
6/5/1997,843.429993,1997,,,,,,,,
6/6/1997,858.01001,1997,,,,,,,,
6/9/1997,862.909973,1997,,,,,,,,
6/10/1997,865.27002,1997,,,,,,,,
6/11/1997,869.570007,1997,,,,,,,,
6/12/1997,883.460022,1997,,,,,,,,
6/13/1997,893.27002,1997,,,,,,,,
6/16/1997,893.900024,1997,,,,,,,,
6/17/1997,894.419983,1997,,,,,,,,
6/18/1997,889.059998,1997,,,,,,,,
6/19/1997,897.98999,1997,,,,,,,,
6/20/1997,898.700012,1997,,,,,,,,
6/23/1997,878.619995,1997,,,,,,,,
6/24/1997,896.340027,1997,,,,,,,,
6/25/1997,888.98999,1997,,,,,,,,
6/26/1997,883.679993,1997,,,,,,,,
6/27/1997,887.299988,1997,,,,,,,,
6/30/1997,885.140015,1997,,,,,,,,
7/1/1997,891.030029,1997,,,,,,,,
7/2/1997,904.030029,1997,,,,,,,,
7/3/1997,916.919983,1997,,,,,,,,
7/7/1997,912.200012,1997,,,,,,,,
7/8/1997,918.75,1997,,,,,,,,
7/9/1997,907.539978,1997,,,,,,,,
7/10/1997,913.780029,1997,,,,,,,,
7/11/1997,916.679993,1997,,,,,,,,
7/14/1997,918.380005,1997,,,,,,,,
7/15/1997,925.76001,1997,,,,,,,,
7/16/1997,936.590027,1997,,,,,,,,
7/17/1997,931.609985,1997,,,,,,,,
7/18/1997,915.299988,1997,,,,,,,,
7/21/1997,912.940002,1997,,,,,,,,
7/22/1997,933.97998,1997,,,,,,,,
7/23/1997,936.559998,1997,,,,,,,,
7/24/1997,940.299988,1997,,,,,,,,
7/25/1997,938.789978,1997,,,,,,,,
7/28/1997,936.450012,1997,,,,,,,,
7/29/1997,942.289978,1997,,,,,,,,
7/30/1997,952.289978,1997,,,,,,,,
7/31/1997,954.309998,1997,,,,,,,,
8/1/1997,947.140015,1997,,,,,,,,
8/4/1997,950.299988,1997,,,,,,,,
8/5/1997,952.369995,1997,,,,,,,,
8/6/1997,960.320007,1997,,,,,,,,
8/7/1997,951.190002,1997,,,,,,,,
8/8/1997,933.539978,1997,,,,,,,,
8/11/1997,937,1997,,,,,,,,
8/12/1997,926.530029,1997,,,,,,,,
8/13/1997,922.02002,1997,,,,,,,,
8/14/1997,924.77002,1997,,,,,,,,
8/15/1997,900.809998,1997,,,,,,,,
8/18/1997,912.48999,1997,,,,,,,,
8/19/1997,926.01001,1997,,,,,,,,
8/20/1997,939.349976,1997,,,,,,,,
8/21/1997,925.049988,1997,,,,,,,,
8/22/1997,923.539978,1997,,,,,,,,
8/25/1997,920.159973,1997,,,,,,,,
8/26/1997,913.02002,1997,,,,,,,,
8/27/1997,913.700012,1997,,,,,,,,
8/28/1997,903.669983,1997,,,,,,,,
8/29/1997,899.469971,1997,,,,,,,,
9/2/1997,927.580017,1997,,,,,,,,
9/3/1997,927.859985,1997,,,,,,,,
9/4/1997,930.869995,1997,,,,,,,,
9/5/1997,929.049988,1997,,,,,,,,
9/8/1997,931.200012,1997,,,,,,,,
9/9/1997,933.619995,1997,,,,,,,,
9/10/1997,919.030029,1997,,,,,,,,
9/11/1997,912.590027,1997,,,,,,,,
9/12/1997,923.909973,1997,,,,,,,,
9/15/1997,919.77002,1997,,,,,,,,
9/16/1997,945.640015,1997,,,,,,,,
9/17/1997,943,1997,,,,,,,,
9/18/1997,947.289978,1997,,,,,,,,
9/19/1997,950.51001,1997,,,,,,,,
9/22/1997,955.429993,1997,,,,,,,,
9/23/1997,951.929993,1997,,,,,,,,
9/24/1997,944.47998,1997,,,,,,,,
9/25/1997,937.909973,1997,,,,,,,,
9/26/1997,945.219971,1997,,,,,,,,
9/29/1997,953.340027,1997,,,,,,,,
9/30/1997,947.280029,1997,,,,,,,,
10/1/1997,955.409973,1997,,,,,,,,
10/2/1997,960.460022,1997,,,,,,,,
10/3/1997,965.030029,1997,,,,,,,,
10/6/1997,972.690002,1997,,,,,,,,
10/7/1997,983.119995,1997,,,,,,,,
10/8/1997,973.840027,1997,,,,,,,,
10/9/1997,970.619995,1997,,,,,,,,
10/10/1997,966.97998,1997,,,,,,,,
10/13/1997,968.099976,1997,,,,,,,,
10/14/1997,970.280029,1997,,,,,,,,
10/15/1997,965.719971,1997,,,,,,,,
10/16/1997,955.25,1997,,,,,,,,
10/17/1997,944.159973,1997,,,,,,,,
10/20/1997,955.609985,1997,,,,,,,,
10/21/1997,972.280029,1997,,,,,,,,
10/22/1997,968.48999,1997,,,,,,,,
10/23/1997,950.690002,1997,,,,,,,,
10/24/1997,941.640015,1997,,,,,,,,
10/27/1997,876.98999,1997,,,,,,,,
10/28/1997,921.849976,1997,,,,,,,,
10/29/1997,919.159973,1997,,,,,,,,
10/30/1997,903.679993,1997,,,,,,,,
10/31/1997,914.619995,1997,,,,,,,,
11/3/1997,938.98999,1997,,,,,,,,
11/4/1997,940.76001,1997,,,,,,,,
11/5/1997,942.76001,1997,,,,,,,,
11/6/1997,938.030029,1997,,,,,,,,
11/7/1997,927.51001,1997,,,,,,,,
11/10/1997,921.130005,1997,,,,,,,,
11/11/1997,923.780029,1997,,,,,,,,
11/12/1997,905.960022,1997,,,,,,,,
11/13/1997,916.659973,1997,,,,,,,,
11/14/1997,928.349976,1997,,,,,,,,
11/17/1997,946.200012,1997,,,,,,,,
11/18/1997,938.22998,1997,,,,,,,,
11/19/1997,944.590027,1997,,,,,,,,
11/20/1997,958.97998,1997,,,,,,,,
11/21/1997,963.090027,1997,,,,,,,,
11/24/1997,946.669983,1997,,,,,,,,
