Date,Adj Close,Year,,,Year,First Close,Last Close,Return for Year,Total Return 20 Years,Average Return 20 Years
2/22/2002,1089.839966,2002,,,,,,,,
2/25/2002,1109.430054,2002,,,,,,,,
2/26/2002,1109.380005,2002,,,,,,,,
2/27/2002,1109.890015,2002,,,,,,,,
2/28/2002,1106.72998,2002,,,,,,,,
3/1/2002,1131.780029,2002,,,,,,,,
3/4/2002,1153.839966,2002,,,,,,,,
3/5/2002,1146.140015,2002,,,,,,,,
3/6/2002,1162.77002,2002,,,,,,,,
3/7/2002,1157.540039,2002,,,,,,,,
3/8/2002,1164.310059,2002,,,,,,,,
3/11/2002,1168.26001,2002,,,,,,,,
3/12/2002,1165.579956,2002,,,,,,,,
3/13/2002,1154.089966,2002,,,,,,,,
3/14/2002,1153.040039,2002,,,,,,,,
3/15/2002,1166.160034,2002,,,,,,,,
3/18/2002,1165.550049,2002,,,,,,,,
3/19/2002,1170.290039,2002,,,,,,,,
3/20/2002,1151.849976,2002,,,,,,,,
3/21/2002,1153.589966,2002,,,,,,,,
3/22/2002,1148.699951,2002,,,,,,,,
3/25/2002,1131.869995,2002,,,,,,,,
3/26/2002,1138.48999,2002,,,,,,,,
3/27/2002,1144.579956,2002,,,,,,,,
3/28/2002,1147.390015,2002,,,,,,,,
4/1/2002,1146.540039,2002,,,,,,,,
4/2/2002,1136.76001,2002,,,,,,,,
4/3/2002,1125.400024,2002,,,,,,,,
4/4/2002,1126.339966,2002,,,,,,,,
4/5/2002,1122.72998,2002,,,,,,,,
4/8/2002,1125.290039,2002,,,,,,,,
4/9/2002,1117.800049,2002,,,,,,,,
4/10/2002,1130.469971,2002,,,,,,,,
4/11/2002,1103.689941,2002,,,,,,,,
4/12/2002,1111.01001,2002,,,,,,,,
4/15/2002,1102.550049,2002,,,,,,,,
4/16/2002,1128.369995,2002,,,,,,,,
4/17/2002,1126.069946,2002,,,,,,,,
4/18/2002,1124.469971,2002,,,,,,,,
4/19/2002,1125.170044,2002,,,,,,,,
4/22/2002,1107.829956,2002,,,,,,,,
4/23/2002,1100.959961,2002,,,,,,,,
4/24/2002,1093.140015,2002,,,,,,,,
4/25/2002,1091.47998,2002,,,,,,,,
4/26/2002,1076.319946,2002,,,,,,,,
4/29/2002,1065.449951,2002,,,,,,,,
4/30/2002,1076.920044,2002,,,,,,,,
5/1/2002,1086.459961,2002,,,,,,,,
5/2/2002,1084.560059,2002,,,,,,,,
5/3/2002,1073.430054,2002,,,,,,,,
5/6/2002,1052.670044,2002,,,,,,,,
5/7/2002,1049.48999,2002,,,,,,,,
5/8/2002,1088.849976,2002,,,,,,,,
5/9/2002,1073.01001,2002,,,,,,,,
5/10/2002,1054.98999,2002,,,,,,,,
5/13/2002,1074.560059,2002,,,,,,,,
5/14/2002,1097.280029,2002,,,,,,,,
5/15/2002,1091.069946,2002,,,,,,,,
5/16/2002,1098.22998,2002,,,,,,,,
5/17/2002,1106.589966,2002,,,,,,,,
5/20/2002,1091.880005,2002,,,,,,,,
5/21/2002,1079.880005,2002,,,,,,,,
5/22/2002,1086.02002,2002,,,,,,,,
5/23/2002,1097.079956,2002,,,,,,,,
5/24/2002,1083.819946,2002,,,,,,,,
5/28/2002,1074.550049,2002,,,,,,,,
5/29/2002,1067.660034,2002,,,,,,,,
5/30/2002,1064.660034,2002,,,,,,,,
5/31/2002,1067.140015,2002,,,,,,,,
6/3/2002,1040.680054,2002,,,,,,,,
6/4/2002,1040.689941,2002,,,,,,,,
6/5/2002,1049.900024,2002,,,,,,,,
6/6/2002,1029.150024,2002,,,,,,,,
6/7/2002,1027.530029,2002,,,,,,,,
6/10/2002,1030.73999,2002,,,,,,,,
6/11/2002,1013.599976,2002,,,,,,,,
6/12/2002,1020.26001,2002,,,,,,,,
6/13/2002,1009.559998,2002,,,,,,,,
6/14/2002,1007.27002,2002,,,,,,,,
6/17/2002,1036.170044,2002,,,,,,,,
6/18/2002,1037.140015,2002,,,,,,,,
6/19/2002,1019.98999,2002,,,,,,,,
6/20/2002,1006.289978,2002,,,,,,,,
6/21/2002,989.140015,2002,,,,,,,,
6/24/2002,992.719971,2002,,,,,,,,
6/25/2002,976.140015,2002,,,,,,,,
6/26/2002,973.530029,2002,,,,,,,,
6/27/2002,990.640015,2002,,,,,,,,
6/28/2002,989.820007,2002,,,,,,,,
7/1/2002,968.650024,2002,,,,,,,,
7/2/2002,948.090027,2002,,,,,,,,
7/3/2002,953.98999,2002,,,,,,,,
7/5/2002,989.030029,2002,,,,,,,,
7/8/2002,976.97998,2002,,,,,,,,
7/9/2002,952.830017,2002,,,,,,,,
7/10/2002,920.469971,2002,,,,,,,,
7/11/2002,927.369995,2002,,,,,,,,
7/12/2002,921.390015,2002,,,,,,,,
7/15/2002,917.929993,2002,,,,,,,,
7/16/2002,900.940002,2002,,,,,,,,
7/17/2002,906.039978,2002,,,,,,,,
7/18/2002,881.559998,2002,,,,,,,,
7/19/2002,847.75,2002,,,,,,,,
7/22/2002,819.849976,2002,,,,,,,,
7/23/2002,797.700012,2002,,,,,,,,
7/24/2002,843.429993,2002,,,,,,,,
7/25/2002,838.679993,2002,,,,,,,,
7/26/2002,852.840027,2002,,,,,,,,
7/29/2002,898.960022,2002,,,,,,,,
7/30/2002,902.780029,2002,,,,,,,,
7/31/2002,911.619995,2002,,,,,,,,
8/1/2002,884.659973,2002,,,,,,,,
8/2/2002,864.23999,2002,,,,,,,,
8/5/2002,834.599976,2002,,,,,,,,
8/6/2002,859.570007,2002,,,,,,,,
8/7/2002,876.77002,2002,,,,,,,,
8/8/2002,905.460022,2002,,,,,,,,
8/9/2002,908.640015,2002,,,,,,,,
8/12/2002,903.799988,2002,,,,,,,,
8/13/2002,884.210022,2002,,,,,,,,
8/14/2002,919.619995,2002,,,,,,,,
8/15/2002,930.25,2002,,,,,,,,
8/16/2002,928.77002,2002,,,,,,,,
8/19/2002,950.700012,2002,,,,,,,,
8/20/2002,937.429993,2002,,,,,,,,
8/21/2002,949.359985,2002,,,,,,,,
8/22/2002,962.700012,2002,,,,,,,,
8/23/2002,940.859985,2002,,,,,,,,
8/26/2002,947.950012,2002,,,,,,,,
8/27/2002,934.820007,2002,,,,,,,,
8/28/2002,917.869995,2002,,,,,,,,
8/29/2002,917.799988,2002,,,,,,,,
8/30/2002,916.070007,2002,,,,,,,,
9/3/2002,878.02002,2002,,,,,,,,
9/4/2002,893.400024,2002,,,,,,,,
9/5/2002,879.150024,2002,,,,,,,,
9/6/2002,893.919983,2002,,,,,,,,
9/9/2002,902.960022,2002,,,,,,,,
9/10/2002,909.580017,2002,,,,,,,,
9/11/2002,909.450012,2002,,,,,,,,
9/12/2002,886.909973,2002,,,,,,,,
9/13/2002,889.809998,2002,,,,,,,,
9/16/2002,891.099976,2002,,,,,,,,
9/17/2002,873.52002,2002,,,,,,,,
9/18/2002,869.460022,2002,,,,,,,,
9/19/2002,843.320007,2002,,,,,,,,
9/20/2002,845.390015,2002,,,,,,,,
9/23/2002,833.700012,2002,,,,,,,,
9/24/2002,819.289978,2002,,,,,,,,
9/25/2002,839.659973,2002,,,,,,,,
9/26/2002,854.950012,2002,,,,,,,,
9/27/2002,827.369995,2002,,,,,,,,
9/30/2002,815.280029,2002,,,,,,,,
10/1/2002,847.909973,2002,,,,,,,,
10/2/2002,827.909973,2002,,,,,,,,
10/3/2002,818.950012,2002,,,,,,,,
10/4/2002,800.580017,2002,,,,,,,,
10/7/2002,785.280029,2002,,,,,,,,
10/8/2002,798.549988,2002,,,,,,,,
10/9/2002,776.76001,2002,,,,,,,,
10/10/2002,803.919983,2002,,,,,,,,
10/11/2002,835.320007,2002,,,,,,,,
10/14/2002,841.440002,2002,,,,,,,,
10/15/2002,881.27002,2002,,,,,,,,
10/16/2002,860.02002,2002,,,,,,,,
10/17/2002,879.200012,2002,,,,,,,,
10/18/2002,884.390015,2002,,,,,,,,
10/21/2002,899.719971,2002,,,,,,,,
10/22/2002,890.159973,2002,,,,,,,,
10/23/2002,896.140015,2002,,,,,,,,
10/24/2002,882.5,2002,,,,,,,,
10/25/2002,897.650024,2002,,,,,,,,
10/28/2002,890.22998,2002,,,,,,,,
10/29/2002,882.150024,2002,,,,,,,,
10/30/2002,890.710022,2002,,,,,,,,
10/31/2002,885.76001,2002,,,,,,,,
11/1/2002,900.960022,2002,,,,,,,,
11/4/2002,908.349976,2002,,,,,,,,
11/5/2002,915.390015,2002,,,,,,,,
11/6/2002,923.76001,2002,,,,,,,,
11/7/2002,902.650024,2002,,,,,,,,
11/8/2002,894.73999,2002,,,,,,,,
11/11/2002,876.190002,2002,,,,,,,,
11/12/2002,882.950012,2002,,,,,,,,
11/13/2002,882.530029,2002,,,,,,,,
11/14/2002,904.27002,2002,,,,,,,,
11/15/2002,909.830017,2002,,,,,,,,
11/18/2002,900.359985,2002,,,,,,,,
11/19/2002,896.73999,2002,,,,,,,,
11/20/2002,914.150024,2002,,,,,,,,
11/21/2002,933.76001,2002,,,,,,,,
11/22/2002,930.549988,2002,,,,,,,,
11/25/2002,932.869995,2002,,,,,,,,
11/26/2002,913.309998,2002,,,,,,,,
11/27/2002,938.869995,2002,,,,,,,,
11/29/2002,936.309998,2002,,,,,,,,
12/2/2002,934.530029,2002,,,,,,,,
12/3/2002,920.75,2002,,,,,,,,
12/4/2002,917.580017,2002,,,,,,,,
12/5/2002,906.549988,2002,,,,,,,,
12/6/2002,912.22998,2002,,,,,,,,
12/9/2002,892,2002,,,,,,,,
12/10/2002,904.450012,2002,,,,,,,,
12/11/2002,904.960022,2002,,,,,,,,
12/12/2002,901.580017,2002,,,,,,,,
12/13/2002,889.47998,2002,,,,,,,,
12/16/2002,910.400024,2002,,,,,,,,
12/17/2002,902.98999,2002,,,,,,,,
12/18/2002,891.119995,2002,,,,,,,,
12/19/2002,884.25,2002,,,,,,,,
12/20/2002,895.76001,2002,,,,,,,,
12/23/2002,897.380005,2002,,,,,,,,
12/24/2002,892.469971,2002,,,,,,,,
12/26/2002,889.659973,2002,,,,,,,,
12/27/2002,875.400024,2002,,,,,,,,
12/30/2002,879.390015,2002,,,,,,,,
12/31/2002,879.820007,2002,,,,,,,,
1/2/2003,909.030029,2003,,,,,,,,
1/3/2003,908.590027,2003,,,,,,,,
1/6/2003,929.01001,2003,,,,,,,,
1/7/2003,922.929993,2003,,,,,,,,
1/8/2003,909.929993,2003,,,,,,,,
1/9/2003,927.570007,2003,,,,,,,,
1/10/2003,927.570007,2003,,,,,,,,
1/13/2003,926.26001,2003,,,,,,,,
1/14/2003,931.659973,2003,,,,,,,,
1/15/2003,918.219971,2003,,,,,,,,
1/16/2003,914.599976,2003,,,,,,,,
1/17/2003,901.780029,2003,,,,,,,,
1/21/2003,887.619995,2003,,,,,,,,
1/22/2003,878.359985,2003,,,,,,,,
1/23/2003,887.340027,2003,,,,,,,,
1/24/2003,861.400024,2003,,,,,,,,
1/27/2003,847.47998,2003,,,,,,,,
1/28/2003,858.539978,2003,,,,,,,,
1/29/2003,864.359985,2003,,,,,,,,
1/30/2003,844.609985,2003,,,,,,,,
1/31/2003,855.700012,2003,,,,,,,,
2/3/2003,860.320007,2003,,,,,,,,
2/4/2003,848.200012,2003,,,,,,,,
2/5/2003,843.590027,2003,,,,,,,,
2/6/2003,838.150024,2003,,,,,,,,
2/7/2003,829.690002,2003,,,,,,,,
2/10/2003,835.969971,2003,,,,,,,,
2/11/2003,829.200012,2003,,,,,,,,
2/12/2003,818.679993,2003,,,,,,,,
2/13/2003,817.369995,2003,,,,,,,,
2/14/2003,834.890015,2003,,,,,,,,
2/18/2003,851.169983,2003,,,,,,,,
2/19/2003,845.130005,2003,,,,,,,,
2/20/2003,837.099976,2003,,,,,,,,
2/21/2003,848.169983,2003,,,,,,,,
2/24/2003,832.580017,2003,,,,,,,,
2/25/2003,838.570007,2003,,,,,,,,
2/26/2003,827.549988,2003,,,,,,,,
2/27/2003,837.280029,2003,,,,,,,,
2/28/2003,841.150024,2003,,,,,,,,
3/3/2003,834.809998,2003,,,,,,,,
3/4/2003,821.98999,2003,,,,,,,,
3/5/2003,829.849976,2003,,,,,,,,
3/6/2003,822.099976,2003,,,,,,,,
3/7/2003,828.890015,2003,,,,,,,,
3/10/2003,807.47998,2003,,,,,,,,
3/11/2003,800.72998,2003,,,,,,,,
3/12/2003,804.190002,2003,,,,,,,,
3/13/2003,831.900024,2003,,,,,,,,
3/14/2003,833.27002,2003,,,,,,,,
3/17/2003,862.789978,2003,,,,,,,,
3/18/2003,866.450012,2003,,,,,,,,
3/19/2003,874.02002,2003,,,,,,,,
3/20/2003,875.669983,2003,,,,,,,,
3/21/2003,895.789978,2003,,,,,,,,
3/24/2003,864.22998,2003,,,,,,,,
3/25/2003,874.73999,2003,,,,,,,,
3/26/2003,869.950012,2003,,,,,,,,
3/27/2003,868.52002,2003,,,,,,,,
3/28/2003,863.5,2003,,,,,,,,
3/31/2003,848.179993,2003,,,,,,,,
4/1/2003,858.47998,2003,,,,,,,,
4/2/2003,880.900024,2003,,,,,,,,
4/3/2003,876.450012,2003,,,,,,,,
4/4/2003,878.849976,2003,,,,,,,,
4/7/2003,879.929993,2003,,,,,,,,
4/8/2003,878.289978,2003,,,,,,,,
4/9/2003,865.98999,2003,,,,,,,,
4/10/2003,871.580017,2003,,,,,,,,
4/11/2003,868.299988,2003,,,,,,,,
4/14/2003,885.22998,2003,,,,,,,,
4/15/2003,890.809998,2003,,,,,,,,
4/16/2003,879.909973,2003,,,,,,,,
4/17/2003,893.580017,2003,,,,,,,,
4/21/2003,892.01001,2003,,,,,,,,
4/22/2003,911.369995,2003,,,,,,,,
4/23/2003,919.02002,2003,,,,,,,,
4/24/2003,911.429993,2003,,,,,,,,
4/25/2003,898.809998,2003,,,,,,,,
4/28/2003,914.840027,2003,,,,,,,,
4/29/2003,917.840027,2003,,,,,,,,
4/30/2003,916.919983,2003,,,,,,,,
5/1/2003,916.299988,2003,,,,,,,,
5/2/2003,930.080017,2003,,,,,,,,
5/5/2003,926.549988,2003,,,,,,,,
5/6/2003,934.390015,2003,,,,,,,,
5/7/2003,929.619995,2003,,,,,,,,
5/8/2003,920.27002,2003,,,,,,,,
5/9/2003,933.409973,2003,,,,,,,,
5/12/2003,945.109985,2003,,,,,,,,
5/13/2003,942.299988,2003,,,,,,,,
5/14/2003,939.280029,2003,,,,,,,,
5/15/2003,946.669983,2003,,,,,,,,
5/16/2003,944.299988,2003,,,,,,,,
5/19/2003,920.77002,2003,,,,,,,,
5/20/2003,919.72998,2003,,,,,,,,
5/21/2003,923.419983,2003,,,,,,,,
5/22/2003,931.869995,2003,,,,,,,,
5/23/2003,933.219971,2003,,,,,,,,
5/27/2003,951.47998,2003,,,,,,,,
5/28/2003,953.219971,2003,,,,,,,,
5/29/2003,949.640015,2003,,,,,,,,
5/30/2003,963.590027,2003,,,,,,,,
6/2/2003,967,2003,,,,,,,,
6/3/2003,971.559998,2003,,,,,,,,
6/4/2003,986.23999,2003,,,,,,,,
6/5/2003,990.140015,2003,,,,,,,,
6/6/2003,987.76001,2003,,,,,,,,
6/9/2003,975.929993,2003,,,,,,,,
6/10/2003,984.840027,2003,,,,,,,,
6/11/2003,997.47998,2003,,,,,,,,
6/12/2003,998.51001,2003,,,,,,,,
6/13/2003,988.609985,2003,,,,,,,,
6/16/2003,1010.73999,2003,,,,,,,,
6/17/2003,1011.659973,2003,,,,,,,,
6/18/2003,1010.090027,2003,,,,,,,,
6/19/2003,994.700012,2003,,,,,,,,
6/20/2003,995.690002,2003,,,,,,,,
6/23/2003,981.640015,2003,,,,,,,,
6/24/2003,983.450012,2003,,,,,,,,
6/25/2003,975.320007,2003,,,,,,,,
6/26/2003,985.820007,2003,,,,,,,,
6/27/2003,976.219971,2003,,,,,,,,
6/30/2003,974.5,2003,,,,,,,,
7/1/2003,982.320007,2003,,,,,,,,
7/2/2003,993.75,2003,,,,,,,,
7/3/2003,985.700012,2003,,,,,,,,
7/7/2003,1004.419983,2003,,,,,,,,
7/8/2003,1007.840027,2003,,,,,,,,
7/9/2003,1002.210022,2003,,,,,,,,
7/10/2003,988.700012,2003,,,,,,,,
7/11/2003,998.140015,2003,,,,,,,,
7/14/2003,1003.859985,2003,,,,,,,,
7/15/2003,1000.419983,2003,,,,,,,,
7/16/2003,994.090027,2003,,,,,,,,
7/17/2003,981.72998,2003,,,,,,,,
7/18/2003,993.320007,2003,,,,,,,,
7/21/2003,978.799988,2003,,,,,,,,
7/22/2003,988.109985,2003,,,,,,,,
7/23/2003,988.609985,2003,,,,,,,,
7/24/2003,981.599976,2003,,,,,,,,
7/25/2003,998.679993,2003,,,,,,,,
7/28/2003,996.52002,2003,,,,,,,,
7/29/2003,989.280029,2003,,,,,,,,
7/30/2003,987.48999,2003,,,,,,,,
7/31/2003,990.309998,2003,,,,,,,,
8/1/2003,980.150024,2003,,,,,,,,
8/4/2003,982.820007,2003,,,,,,,,
8/5/2003,965.460022,2003,,,,,,,,
8/6/2003,967.080017,2003,,,,,,,,
8/7/2003,974.119995,2003,,,,,,,,
8/8/2003,977.590027,2003,,,,,,,,
8/11/2003,980.590027,2003,,,,,,,,
8/12/2003,990.349976,2003,,,,,,,,
8/13/2003,984.030029,2003,,,,,,,,
8/14/2003,990.51001,2003,,,,,,,,
8/15/2003,990.669983,2003,,,,,,,,
8/18/2003,999.73999,2003,,,,,,,,
8/19/2003,1002.349976,2003,,,,,,,,
8/20/2003,1000.299988,2003,,,,,,,,
8/21/2003,1003.27002,2003,,,,,,,,
8/22/2003,993.059998,2003,,,,,,,,
8/25/2003,993.710022,2003,,,,,,,,
8/26/2003,996.72998,2003,,,,,,,,
8/27/2003,996.789978,2003,,,,,,,,
8/28/2003,1002.840027,2003,,,,,,,,
8/29/2003,1008.01001,2003,,,,,,,,
9/2/2003,1021.98999,2003,,,,,,,,
9/3/2003,1026.27002,2003,,,,,,,,
9/4/2003,1027.969971,2003,,,,,,,,
9/5/2003,1021.390015,2003,,,,,,,,
9/8/2003,1031.640015,2003,,,,,,,,
9/9/2003,1023.169983,2003,,,,,,,,
9/10/2003,1010.919983,2003,,,,,,,,
9/11/2003,1016.419983,2003,,,,,,,,
9/12/2003,1018.630005,2003,,,,,,,,
9/15/2003,1014.809998,2003,,,,,,,,
9/16/2003,1029.319946,2003,,,,,,,,
9/17/2003,1025.969971,2003,,,,,,,,
9/18/2003,1039.579956,2003,,,,,,,,
9/19/2003,1036.300049,2003,,,,,,,,
9/22/2003,1022.820007,2003,,,,,,,,
9/23/2003,1029.030029,2003,,,,,,,,
9/24/2003,1009.380005,2003,,,,,,,,
9/25/2003,1003.27002,2003,,,,,,,,
9/26/2003,996.849976,2003,,,,,,,,
9/29/2003,1006.580017,2003,,,,,,,,
9/30/2003,995.969971,2003,,,,,,,,
10/1/2003,1018.219971,2003,,,,,,,,
10/2/2003,1020.23999,2003,,,,,,,,
10/3/2003,1029.849976,2003,,,,,,,,
10/6/2003,1034.349976,2003,,,,,,,,
10/7/2003,1039.25,2003,,,,,,,,
10/8/2003,1033.780029,2003,,,,,,,,
10/9/2003,1038.72998,2003,,,,,,,,
10/10/2003,1038.060059,2003,,,,,,,,
10/13/2003,1045.349976,2003,,,,,,,,
10/14/2003,1049.47998,2003,,,,,,,,
10/15/2003,1046.76001,2003,,,,,,,,
10/16/2003,1050.069946,2003,,,,,,,,
10/17/2003,1039.319946,2003,,,,,,,,
10/20/2003,1044.680054,2003,,,,,,,,
10/21/2003,1046.030029,2003,,,,,,,,
10/22/2003,1030.359985,2003,,,,,,,,
10/23/2003,1033.77002,2003,,,,,,,,
10/24/2003,1028.910034,2003,,,,,,,,
10/27/2003,1031.130005,2003,,,,,,,,
10/28/2003,1046.790039,2003,,,,,,,,
10/29/2003,1048.109985,2003,,,,,,,,
10/30/2003,1046.939941,2003,,,,,,,,
10/31/2003,1050.709961,2003,,,,,,,,
11/3/2003,1059.02002,2003,,,,,,,,
11/4/2003,1053.25,2003,,,,,,,,
11/5/2003,1051.810059,2003,,,,,,,,
11/6/2003,1058.050049,2003,,,,,,,,
11/7/2003,1053.209961,2003,,,,,,,,
11/10/2003,1047.109985,2003,,,,,,,,
11/11/2003,1046.569946,2003,,,,,,,,
11/12/2003,1058.530029,2003,,,,,,,,
11/13/2003,1058.410034,2003,,,,,,,,
11/14/2003,1050.349976,2003,,,,,,,,
11/17/2003,1043.630005,2003,,,,,,,,
11/18/2003,1034.150024,2003,,,,,,,,
11/19/2003,1042.439941,2003,,,,,,,,
11/20/2003,1033.650024,2003,,,,,,,,
11/21/2003,1035.280029,2003,,,,,,,,
11/24/2003,1052.079956,2003,,,,,,,,
11/25/2003,1053.890015,2003,,,,,,,,
11/26/2003,1058.449951,2003,,,,,,,,
11/28/2003,1058.199951,2003,,,,,,,,
12/1/2003,1070.119995,2003,,,,,,,,
12/2/2003,1066.619995,2003,,,,,,,,
12/3/2003,1064.72998,2003,,,,,,,,
12/4/2003,1069.719971,2003,,,,,,,,
12/5/2003,1061.5,2003,,,,,,,,
12/8/2003,1069.300049,2003,,,,,,,,
12/9/2003,1060.180054,2003,,,,,,,,
12/10/2003,1059.050049,2003,,,,,,,,
12/11/2003,1071.209961,2003,,,,,,,,
12/12/2003,1074.140015,2003,,,,,,,,
12/15/2003,1068.040039,2003,,,,,,,,
12/16/2003,1075.130005,2003,,,,,,,,
12/17/2003,1076.47998,2003,,,,,,,,
12/18/2003,1089.180054,2003,,,,,,,,
12/19/2003,1088.660034,2003,,,,,,,,
12/22/2003,1092.939941,2003,,,,,,,,
12/23/2003,1096.02002,2003,,,,,,,,
12/24/2003,1094.040039,2003,,,,,,,,
12/26/2003,1095.890015,2003,,,,,,,,
12/29/2003,1109.47998,2003,,,,,,,,
12/30/2003,1109.640015,2003,,,,,,,,
12/31/2003,1111.920044,2003,,,,,,,,
1/2/2004,1108.47998,2004,,,,,,,,
1/5/2004,1122.219971,2004,,,,,,,,
1/6/2004,1123.670044,2004,,,,,,,,
1/7/2004,1126.329956,2004,,,,,,,,
1/8/2004,1131.920044,2004,,,,,,,,
1/9/2004,1121.859985,2004,,,,,,,,
1/12/2004,1127.22998,2004,,,,,,,,
1/13/2004,1121.219971,2004,,,,,,,,
1/14/2004,1130.52002,2004,,,,,,,,
1/15/2004,1132.050049,2004,,,,,,,,
1/16/2004,1139.829956,2004,,,,,,,,
1/20/2004,1138.77002,2004,,,,,,,,
1/21/2004,1147.619995,2004,,,,,,,,
1/22/2004,1143.939941,2004,,,,,,,,
1/23/2004,1141.550049,2004,,,,,,,,
1/26/2004,1155.369995,2004,,,,,,,,
1/27/2004,1144.050049,2004,,,,,,,,
1/28/2004,1128.47998,2004,,,,,,,,
1/29/2004,1134.109985,2004,,,,,,,,
1/30/2004,1131.130005,2004,,,,,,,,
2/2/2004,1135.26001,2004,,,,,,,,
2/3/2004,1136.030029,2004,,,,,,,,
2/4/2004,1126.52002,2004,,,,,,,,
2/5/2004,1128.589966,2004,,,,,,,,
2/6/2004,1142.76001,2004,,,,,,,,
2/9/2004,1139.810059,2004,,,,,,,,
2/10/2004,1145.540039,2004,,,,,,,,
2/11/2004,1157.76001,2004,,,,,,,,
2/12/2004,1152.109985,2004,,,,,,,,
2/13/2004,1145.810059,2004,,,,,,,,
2/17/2004,1156.98999,2004,,,,,,,,
2/18/2004,1151.819946,2004,,,,,,,,
2/19/2004,1147.060059,2004,,,,,,,,
2/20/2004,1144.109985,2004,,,,,,,,
2/23/2004,1140.98999,2004,,,,,,,,
2/24/2004,1139.089966,2004,,,,,,,,
2/25/2004,1143.670044,2004,,,,,,,,
2/26/2004,1144.910034,2004,,,,,,,,
2/27/2004,1144.939941,2004,,,,,,,,
3/1/2004,1155.969971,2004,,,,,,,,
3/2/2004,1149.099976,2004,,,,,,,,
3/3/2004,1151.030029,2004,,,,,,,,
3/4/2004,1154.869995,2004,,,,,,,,
3/5/2004,1156.859985,2004,,,,,,,,
3/8/2004,1147.199951,2004,,,,,,,,
3/9/2004,1140.579956,2004,,,,,,,,
3/10/2004,1123.890015,2004,,,,,,,,
3/11/2004,1106.780029,2004,,,,,,,,
3/12/2004,1120.569946,2004,,,,,,,,
3/15/2004,1104.48999,2004,,,,,,,,
3/16/2004,1110.699951,2004,,,,,,,,
3/17/2004,1123.75,2004,,,,,,,,
3/18/2004,1122.319946,2004,,,,,,,,
3/19/2004,1109.780029,2004,,,,,,,,
3/22/2004,1095.400024,2004,,,,,,,,
3/23/2004,1093.949951,2004,,,,,,,,
3/24/2004,1091.329956,2004,,,,,,,,
3/25/2004,1109.189941,2004,,,,,,,,
3/26/2004,1108.060059,2004,,,,,,,,
3/29/2004,1122.469971,2004,,,,,,,,
3/30/2004,1127,2004,,,,,,,,
3/31/2004,1126.209961,2004,,,,,,,,
4/1/2004,1132.170044,2004,,,,,,,,
4/2/2004,1141.810059,2004,,,,,,,,
4/5/2004,1150.569946,2004,,,,,,,,
4/6/2004,1148.160034,2004,,,,,,,,
4/7/2004,1140.530029,2004,,,,,,,,
4/8/2004,1139.319946,2004,,,,,,,,
4/12/2004,1145.199951,2004,,,,,,,,
4/13/2004,1129.439941,2004,,,,,,,,
4/14/2004,1128.170044,2004,,,,,,,,
4/15/2004,1128.839966,2004,,,,,,,,
4/16/2004,1134.609985,2004,,,,,,,,
4/19/2004,1135.819946,2004,,,,,,,,
4/20/2004,1118.150024,2004,,,,,,,,
4/21/2004,1124.089966,2004,,,,,,,,
4/22/2004,1139.930054,2004,,,,,,,,
4/23/2004,1140.599976,2004,,,,,,,,
4/26/2004,1135.530029,2004,,,,,,,,
4/27/2004,1138.109985,2004,,,,,,,,
4/28/2004,1122.410034,2004,,,,,,,,
4/29/2004,1113.890015,2004,,,,,,,,
4/30/2004,1107.300049,2004,,,,,,,,
5/3/2004,1117.48999,2004,,,,,,,,
5/4/2004,1119.550049,2004,,,,,,,,
5/5/2004,1121.530029,2004,,,,,,,,
5/6/2004,1113.98999,2004,,,,,,,,
5/7/2004,1098.699951,2004,,,,,,,,
5/10/2004,1087.119995,2004,,,,,,,,
5/11/2004,1095.449951,2004,,,,,,,,
5/12/2004,1097.280029,2004,,,,,,,,
5/13/2004,1096.439941,2004,,,,,,,,
5/14/2004,1095.699951,2004,,,,,,,,
5/17/2004,1084.099976,2004,,,,,,,,
5/18/2004,1091.48999,2004,,,,,,,,
5/19/2004,1088.680054,2004,,,,,,,,
5/20/2004,1089.189941,2004,,,,,,,,
5/21/2004,1093.560059,2004,,,,,,,,
5/24/2004,1095.410034,2004,,,,,,,,
5/25/2004,1113.050049,2004,,,,,,,,
5/26/2004,1114.939941,2004,,,,,,,,
5/27/2004,1121.280029,2004,,,,,,,,
5/28/2004,1120.680054,2004,,,,,,,,
6/1/2004,1121.199951,2004,,,,,,,,
6/2/2004,1124.98999,2004,,,,,,,,
6/3/2004,1116.640015,2004,,,,,,,,
6/4/2004,1122.5,2004,,,,,,,,
6/7/2004,1140.420044,2004,,,,,,,,
6/8/2004,1142.180054,2004,,,,,,,,
6/9/2004,1131.329956,2004,,,,,,,,
6/10/2004,1136.469971,2004,,,,,,,,
6/14/2004,1125.290039,2004,,,,,,,,
6/15/2004,1132.01001,2004,,,,,,,,
6/16/2004,1133.560059,2004,,,,,,,,
6/17/2004,1132.050049,2004,,,,,,,,
6/18/2004,1135.02002,2004,,,,,,,,
6/21/2004,1130.300049,2004,,,,,,,,
6/22/2004,1134.410034,2004,,,,,,,,
6/23/2004,1144.060059,2004,,,,,,,,
6/24/2004,1140.650024,2004,,,,,,,,
6/25/2004,1134.430054,2004,,,,,,,,
6/28/2004,1133.349976,2004,,,,,,,,
6/29/2004,1136.199951,2004,,,,,,,,
6/30/2004,1140.839966,2004,,,,,,,,
7/1/2004,1128.939941,2004,,,,,,,,
